Date,Qt-1,Pt,Qt
2014-06-28,2.38,0.0,2.38
2014-06-29,2.38,0.21,2.38
2014-06-30,2.38,8.485,2.17
2014-07-01,2.17,19.785,3.2
2014-07-02,3.2,1.352,2.83
2014-07-03,2.83,0.525,2.6
2014-07-04,2.6,0.0,2.38
2014-07-05,2.38,1.398,2.38
2014-07-06,2.38,1.274,2.17
2014-07-07,2.17,0.0,2.12
2014-07-08,2.12,0.0,1.91
2014-07-09,1.91,0.0,1.87
2014-07-10,1.87,0.0,1.77
2014-07-11,1.77,0.0,1.77
2014-07-12,1.77,0.0,1.77
2014-07-13,1.77,1.33,1.96
2014-07-14,1.96,0.418,1.96
2014-07-15,1.96,0.5700000000000001,1.96
2014-07-16,1.96,0.0,1.96
2014-07-17,1.96,0.0,1.96
2014-07-18,1.96,3.42,1.96
2014-07-19,1.96,3.61,1.96
2014-07-20,1.96,4.5600000000000005,1.96
2014-07-21,1.96,0.0,1.96
2014-07-22,1.96,0.0,1.96
2014-07-23,1.96,0.0,1.96
2014-07-24,1.96,0.0,1.96
2014-07-25,1.96,0.0,1.96
2014-07-26,1.96,0.0,1.77
2014-07-27,1.77,0.0,1.77
2014-07-28,1.77,0.0,1.77
2014-07-29,1.77,0.0,1.77
2014-07-30,1.77,0.0,1.77
2014-07-31,1.77,0.0,1.77
2014-08-01,1.77,0.0,1.77
2014-08-02,1.77,0.0,1.96
2014-08-03,1.96,0.0,1.77
2014-08-04,1.77,0.0,1.67
2014-08-05,1.67,0.0,1.58
2014-08-06,1.58,0.0,1.58
2014-08-07,1.58,0.0,1.58
2014-08-08,1.58,0.0,1.58
2014-08-09,1.58,0.0,1.58
2014-08-10,1.58,0.0,1.77
2014-08-11,1.77,0.0,1.77
2014-08-12,1.77,0.0,1.77
2014-08-13,1.77,0.0,1.77
2014-08-14,1.77,0.0,1.77
2014-08-15,1.77,0.0,1.77
2014-08-16,1.77,0.0,1.77
2014-08-17,1.77,0.0,1.58
2014-08-18,1.58,0.0,1.58
2014-08-19,1.58,0.0,1.58
2014-08-20,1.58,0.0,1.58
2014-08-21,1.58,0.38,1.58
2014-08-22,1.58,0.722,1.58
2014-08-23,1.58,0.0,1.86
2014-08-24,1.86,0.0,1.86
2014-08-25,1.86,4.37,1.86
2014-08-26,1.86,3.99,1.68
2014-08-27,1.68,1.71,1.5
2014-08-28,1.5,1.14,1.34
2014-08-29,1.34,0.19,1.34
2014-08-30,1.34,1.25,1.68
2014-08-31,1.68,2.142,1.34
2014-09-01,1.34,7.98,1.34
2014-09-02,1.34,0.205,1.34
2014-09-03,1.34,0.082,1.34
2014-09-04,1.34,0.164,2.62
2014-09-05,2.62,3.86,4.12
2014-09-06,4.12,0.0,9.67
2014-09-07,9.67,0.0,10.8
2014-09-08,10.8,0.38,5.98
2014-09-09,5.98,0.0,3.43
2014-09-10,3.43,0.0,2.42
2014-09-11,2.42,0.0,2.05
2014-09-12,2.05,1.9,2.05
2014-09-13,2.05,1.565,2.05
2014-09-14,2.05,1.23,6.7
2014-09-15,6.7,1.4349999999999998,4.97
2014-09-16,4.97,0.19,3.33
2014-09-17,3.33,8.91,2.82
2014-09-18,2.82,19.09,2.23
2014-09-19,2.23,1.627,3.9
2014-09-20,3.9,0.0,9.74
2014-09-21,9.74,1.2579999999999998,5.68
2014-09-22,5.68,1.713,3.25
2014-09-23,3.25,0.985,1.63
2014-09-24,1.63,0.0,1.53
2014-09-25,1.53,0.0,1.53
2014-09-26,1.53,4.6690000000000005,1.53
2014-09-27,1.53,0.0,1.36
2014-09-28,1.36,0.168,1.36
2014-09-29,1.36,0.19,1.36
2014-09-30,1.36,30.705,2.88
2014-10-01,2.88,2.544,1.92
2014-10-02,1.92,0.525,1.44
2014-10-03,1.44,31.975,6.12
2014-10-04,6.12,0.732,3.45
2014-10-05,3.45,0.0,1.92
2014-10-06,1.92,0.0,1.53
2014-10-07,1.53,14.89,5.46
2014-10-08,5.46,12.97,11.3
2014-10-09,11.3,0.0,4.09
2014-10-10,4.09,1.61,2.8
2014-10-11,2.8,2.925,2.34
2014-10-12,2.34,0.042,2.34
2014-10-13,2.34,1.2000000000000002,2.23
2014-10-14,2.23,0.0,2.13
2014-10-15,2.13,0.0,1.92
2014-10-16,1.92,0.0,1.82
2014-10-17,1.82,0.0,1.44
2014-10-18,1.44,0.0,1.36
2014-10-19,1.36,3.08,5.4
2014-10-20,5.4,76.43100000000001,29.7
2014-10-21,29.7,4.59,9.91
2014-10-22,9.91,0.0,5.93
2014-10-23,5.93,0.0,3.42
2014-10-24,3.42,0.0,2.81
2014-10-25,2.81,2.07,2.45
2014-10-26,2.45,20.74,11.2
2014-10-27,11.2,15.512,18.0
2014-10-28,18.0,2.499,9.76
2014-10-29,9.76,0.336,5.91
2014-10-30,5.91,0.042,4.37
2014-10-31,4.37,0.0,3.42
2014-11-01,3.42,1.733,2.8
2014-11-02,2.8,0.5700000000000001,2.68
2014-11-03,2.68,16.865,2.45
2014-11-04,2.45,4.803,3.5
2014-11-05,3.5,23.01,7.89
2014-11-06,7.89,0.0,5.58
2014-11-07,5.58,0.0,5.74
2014-11-08,5.74,0.0,5.74
2014-11-09,5.74,0.0,5.26
2014-11-10,5.26,0.0,4.66
2014-11-11,4.66,0.0,4.23
2014-11-12,4.23,0.0,3.56
2014-11-13,3.56,0.0,2.91
2014-11-14,2.91,0.0,2.8
2014-11-15,2.8,0.0,2.8
2014-11-16,2.8,0.0,3.04
2014-11-17,3.04,4.957000000000001,2.91
2014-11-18,2.91,1.6350000000000002,2.91
2014-11-19,2.91,7.452,3.04
2014-11-20,3.04,2.247,3.04
2014-11-21,3.04,0.105,2.91
2014-11-22,2.91,1.891,2.91
2014-11-23,2.91,12.211,5.05
2014-11-24,5.05,34.145,22.4
2014-11-25,22.4,23.395,18.3
2014-11-26,18.3,6.815,14.3
2014-11-27,14.3,1.09,8.19
2014-11-28,8.19,2.985,6.57
2014-11-29,6.57,3.31,5.91
2014-11-30,5.91,0.042,4.96
2014-12-01,4.96,0.19,4.51
2014-12-02,4.51,18.48,5.78
2014-12-03,5.78,11.88,6.24
2014-12-04,6.24,4.327999999999999,6.07
2014-12-05,6.07,0.0,6.07
2014-12-06,6.07,2.865,6.57
2014-12-07,6.57,0.61,6.4
2014-12-08,6.4,0.0,5.59
2014-12-09,5.59,0.0,5.74
2014-12-10,5.74,0.0,5.91
2014-12-11,5.91,0.0,6.93
2014-12-12,6.93,0.0,5.91
2014-12-13,5.91,0.0,4.96
2014-12-14,4.96,0.8109999999999999,4.09
2014-12-15,4.09,2.26,4.23
2014-12-16,4.23,4.983,3.95
2014-12-17,3.95,0.61,4.09
2014-12-18,4.09,0.0,3.82
2014-12-19,3.82,0.0,3.68
2014-12-20,3.68,0.0,3.29
2014-12-21,3.29,0.076,3.29
2014-12-22,3.29,0.0,2.91
2014-12-23,2.91,4.13,3.41
2014-12-24,3.41,0.038,3.16
2014-12-25,3.16,0.0,2.91
2014-12-26,2.91,0.0,2.91
2014-12-27,2.91,0.0,2.8
2014-12-28,2.8,0.0,3.04
2014-12-29,3.04,0.126,2.8
2014-12-30,2.8,0.0,2.8
2014-12-31,2.8,0.0,2.8
2015-01-01,2.8,0.378,2.68
2015-01-02,2.68,0.21,2.68
2015-01-03,2.68,0.126,2.45
2015-01-04,2.45,0.0,2.68
2015-01-05,2.68,0.0,2.68
2015-01-06,2.68,0.0,2.68
2015-01-07,2.68,0.0,2.68
2015-01-08,2.68,10.495,2.81
2015-01-09,2.81,25.17,3.42
2015-01-10,3.42,1.18,2.8
2015-01-11,2.8,0.0,2.92
2015-01-12,2.92,0.0,3.04
2015-01-13,3.04,0.0,4.23
2015-01-14,4.23,0.0,4.09
2015-01-15,4.09,0.0,4.23
2015-01-16,4.23,0.0,4.23
2015-01-17,4.23,1.645,4.37
2015-01-18,4.37,10.94,4.51
2015-01-19,4.51,1.0950000000000002,4.51
2015-01-20,4.51,0.0,3.95
2015-01-21,3.95,0.0,3.42
2015-01-22,3.42,0.063,3.29
2015-01-23,3.29,1.223,3.04
2015-01-24,3.04,0.042,2.68
2015-01-25,2.68,0.082,2.68
2015-01-26,2.68,0.0,2.91
2015-01-27,2.91,0.0,2.91
2015-01-28,2.91,0.0,2.91
2015-01-29,2.91,3.605,3.3
2015-01-30,3.3,0.0,4.96
2015-01-31,4.96,1.03,4.37
2015-02-01,4.37,0.0,3.95
2015-02-02,3.95,0.0,3.68
2015-02-03,3.68,0.0,4.37
2015-02-04,4.37,0.0,4.37
2015-02-05,4.37,14.258,5.11
2015-02-06,5.11,0.084,4.23
2015-02-07,4.23,0.0,3.82
2015-02-08,3.82,0.0,4.09
2015-02-09,4.09,0.105,3.68
2015-02-10,3.68,1.4210000000000005,3.55
2015-02-11,3.55,9.986,3.68
2015-02-12,3.68,11.957,6.59
2015-02-13,6.59,3.075,7.64
2015-02-14,7.64,10.505,7.11
2015-02-15,7.11,0.8220000000000001,7.28
2015-02-16,7.28,0.084,5.74
2015-02-17,5.74,0.0,4.96
2015-02-18,4.96,10.365,5.42
2015-02-19,5.42,1.335,5.74
2015-02-20,5.74,6.206,5.74
2015-02-21,5.74,46.125,7.1
2015-02-22,7.1,5.815,4.96
2015-02-23,4.96,1.205,4.96
2015-02-24,4.96,0.0,5.91
2015-02-25,5.91,0.0,6.24
2015-02-26,6.24,0.21,6.4
2015-02-27,6.4,0.0,5.74
2015-02-28,5.74,0.0,6.57
2015-03-01,6.57,0.0,8.79
2015-03-02,8.79,2.67,10.2
2015-03-03,10.2,3.5120000000000005,9.36
2015-03-04,9.36,0.6419999999999999,8.38
2015-03-05,8.38,15.62,8.98
2015-03-06,8.98,1.705,8.96
2015-03-07,8.96,0.0,7.46
2015-03-08,7.46,2.055,7.64
2015-03-09,7.64,5.345000000000001,7.46
2015-03-10,7.46,0.696,6.24
2015-03-11,6.24,0.0,5.74
2015-03-12,5.74,0.0,5.58
2015-03-13,5.58,0.0,6.93
2015-03-14,6.93,0.0,8.19
2015-03-15,8.19,0.0,6.93
2015-03-16,6.93,4.415,5.91
2015-03-17,5.91,9.13,5.58
2015-03-18,5.58,1.21,5.26
2015-03-19,5.26,0.021,4.81
2015-03-20,4.81,2.36,4.81
2015-03-21,4.81,0.0,6.57
2015-03-22,6.57,16.935,7.86
2015-03-23,7.86,0.754,8.39
2015-03-24,8.39,0.0,6.93
2015-03-25,6.93,7.735999999999999,6.57
2015-03-26,6.57,5.946,7.82
2015-03-27,7.82,0.0,7.46
2015-03-28,7.46,0.0,6.75
2015-03-29,6.75,0.76,6.75
2015-03-30,6.75,20.465,10.2
2015-03-31,10.2,3.723,15.0
2015-04-01,15.0,0.6950000000000001,11.2
2015-04-02,11.2,0.118,8.96
2015-04-03,8.96,0.615,7.64
2015-04-04,7.64,4.53,7.45
2015-04-05,7.45,0.786,6.75
2015-04-06,6.75,0.292,5.74
2015-04-07,5.74,0.0,5.42
2015-04-08,5.42,0.0,5.42
2015-04-09,5.42,0.0,5.42
2015-04-10,5.42,0.295,5.58
2015-04-11,5.58,6.34,5.26
2015-04-12,5.26,5.282,5.43
2015-04-13,5.43,8.707,8.01
2015-04-14,8.01,0.5760000000000001,7.64
2015-04-15,7.64,0.0,5.74
2015-04-16,5.74,0.21,5.58
2015-04-17,5.58,18.315,7.13
2015-04-18,7.13,0.0,7.45
2015-04-19,7.45,0.0,6.75
2015-04-20,6.75,0.0,6.07
2015-04-21,6.07,0.042,5.74
2015-04-22,5.74,0.94,5.42
2015-04-23,5.42,3.212,5.58
2015-04-24,5.58,1.298,4.81
2015-04-25,4.81,0.615,4.51
2015-04-26,4.51,0.0,4.51
2015-04-27,4.51,0.0,4.81
2015-04-28,4.81,0.0,4.66
2015-04-29,4.66,0.0,4.37
2015-04-30,4.37,0.0,4.37
2015-05-01,4.37,0.0,4.52
2015-05-02,4.52,0.0,4.23
2015-05-03,4.23,0.0,4.23
2015-05-04,4.23,0.0,4.23
2015-05-05,4.23,5.375,4.23
2015-05-06,4.23,7.065,4.66
2015-05-07,4.66,0.118,4.23
2015-05-08,4.23,0.0,4.23
2015-05-09,4.23,0.0,3.95
2015-05-10,3.95,2.529,4.37
2015-05-11,4.37,0.977,4.23
2015-05-12,4.23,1.732,4.37
2015-05-13,4.37,0.19,4.23
2015-05-14,4.23,2.688,4.23
2015-05-15,4.23,0.2459999999999999,3.95
2015-05-16,3.95,0.063,3.95
2015-05-17,3.95,0.0,4.37
2015-05-18,4.37,0.21,4.23
2015-05-19,4.23,0.0,4.09
2015-05-20,4.09,0.0,4.09
2015-05-21,4.09,0.0,4.09
2015-05-22,4.09,1.4049999999999998,3.95
2015-05-23,3.95,2.348,3.82
2015-05-24,3.82,0.0,3.55
2015-05-25,3.55,0.0,3.41
2015-05-26,3.41,1.785,3.41
2015-05-27,3.41,0.105,3.41
2015-05-28,3.41,0.0,3.41
2015-05-29,3.41,0.0,3.41
2015-05-30,3.41,0.0,3.29
2015-05-31,3.29,0.0,2.91
2015-06-01,2.91,0.082,2.91
2015-06-02,2.91,0.0,2.91
2015-06-03,2.91,2.02,2.91
2015-06-04,2.91,0.0,2.8
2015-06-05,2.8,0.272,2.91
2015-06-06,2.91,0.0,2.91
2015-06-07,2.91,0.2659999999999999,2.91
2015-06-08,2.91,11.09,3.42
2015-06-09,3.42,0.0,3.29
2015-06-10,3.29,0.0,3.16
2015-06-11,3.16,0.0,3.16
2015-06-12,3.16,0.0,2.91
2015-06-13,2.91,0.0,2.91
2015-06-14,2.91,0.0,2.91
2015-06-15,2.91,0.0,2.91
2015-06-16,2.91,0.0,2.68
2015-06-17,2.68,0.0,2.68
2015-06-18,2.68,0.076,2.68
2015-06-19,2.68,0.0,2.57
2015-06-20,2.57,0.0,2.45
2015-06-21,2.45,0.0,2.45
2015-06-22,2.45,0.0,2.45
2015-06-23,2.45,0.0,2.45
2015-06-24,2.45,0.0,2.45
2015-06-25,2.45,0.0,2.45
2015-06-26,2.45,0.038,2.45
2015-06-27,2.45,0.0,2.45
2015-06-28,2.45,0.0,2.45
2015-06-29,2.45,0.0,2.45
2015-06-30,2.45,0.0,2.45
2015-07-01,2.45,0.0,2.45
2015-07-02,2.45,0.827,2.45
2015-07-03,2.45,0.0,2.45
2015-07-04,2.45,0.0,2.45
2015-07-05,2.45,0.0,2.45
2015-07-06,2.45,0.0,2.45
2015-07-07,2.45,0.0,2.45
2015-07-08,2.45,0.0,2.45
2015-07-09,2.45,0.0,2.45
2015-07-10,2.45,0.0,2.45
2015-07-11,2.45,0.0,2.45
2015-07-12,2.45,3.36,2.45
2015-07-13,2.45,11.25,2.8
2015-07-14,2.8,1.198,2.68
2015-07-15,2.68,0.5700000000000001,2.45
2015-07-16,2.45,0.0,2.45
2015-07-17,2.45,0.205,2.68
2015-07-18,2.68,6.824999999999999,2.68
2015-07-19,2.68,9.41,3.04
2015-07-20,3.04,18.83,4.36
2015-07-21,4.36,0.41,2.8
2015-07-22,2.8,0.0,2.68
2015-07-23,2.68,0.0,2.57
2015-07-24,2.57,0.0,2.45
2015-07-25,2.45,0.0,2.23
2015-07-26,2.23,0.0,2.13
2015-07-27,2.13,0.0,2.02
2015-07-28,2.02,0.0,2.02
2015-07-29,2.02,0.0,2.02
2015-07-30,2.02,0.0,2.02
2015-07-31,2.02,0.0,2.02
2015-08-01,2.02,0.0,2.02
2015-08-02,2.02,0.0,2.02
2015-08-03,2.02,0.0,2.02
2015-08-04,2.02,0.0,2.02
2015-08-05,2.02,0.0,1.92
2015-08-06,1.92,0.0,1.82
2015-08-07,1.82,0.0,1.82
2015-08-08,1.82,0.525,1.82
2015-08-09,1.82,0.0,2.02
2015-08-10,2.02,0.0,2.02
2015-08-11,2.02,0.0,2.23
2015-08-12,2.23,0.0,2.13
2015-08-13,2.13,0.0,2.13
2015-08-14,2.13,0.0,2.02
2015-08-15,2.02,0.0,2.02
2015-08-16,2.02,0.0,1.82
2015-08-17,1.82,0.0,1.82
2015-08-18,1.82,0.0,1.82
2015-08-19,1.82,0.0,1.82
2015-08-20,1.82,0.578,1.82
2015-08-21,1.82,5.303999999999999,1.82
2015-08-22,1.82,7.347999999999999,2.23
2015-08-23,2.23,0.248,2.23
2015-08-24,2.23,1.34,2.23
2015-08-25,2.23,21.57,3.87
2015-08-26,3.87,13.27,3.98
2015-08-27,3.98,10.386,4.97
2015-08-28,4.97,4.038,4.51
2015-08-29,4.51,0.19,3.42
2015-08-30,3.42,0.0,2.8
2015-08-31,2.8,0.0,2.57
2015-09-01,2.57,24.13,4.32
2015-09-02,4.32,0.0,4.11
2015-09-03,4.11,0.0,2.57
2015-09-04,2.57,0.0,2.23
2015-09-05,2.23,0.0,2.45
2015-09-06,2.45,0.0,2.13
2015-09-07,2.13,0.252,2.02
2015-09-08,2.02,0.38,2.02
2015-09-09,2.02,0.0,2.02
2015-09-10,2.02,0.0,2.02
2015-09-11,2.02,0.0,2.02
2015-09-12,2.02,9.535,2.45
2015-09-13,2.45,6.878,2.45
2015-09-14,2.45,0.783,1.92
2015-09-15,1.92,0.0,1.82
2015-09-16,1.82,0.623,1.82
2015-09-17,1.82,10.041,2.57
2015-09-18,2.57,19.603,9.77
2015-09-19,9.77,0.76,4.52
2015-09-20,4.52,0.0,2.92
2015-09-21,2.92,0.0,2.13
2015-09-22,2.13,0.0,2.13
2015-09-23,2.13,0.0,1.65
2015-09-24,1.65,0.0,1.55
2015-09-25,1.55,0.0,1.55
2015-09-26,1.55,0.0,1.55
2015-09-27,1.55,2.85,1.55
2015-09-28,1.55,6.576,1.55
2015-09-29,1.55,4.94,1.55
2015-09-30,1.55,4.37,1.55
2015-10-01,1.55,4.07,1.55
2015-10-02,1.55,9.31,1.55
2015-10-03,1.55,4.484,1.55
2015-10-04,1.55,1.765,1.75
2015-10-05,1.75,12.71,2.55
2015-10-06,2.55,2.28,1.86
2015-10-07,1.86,0.0,1.65
2015-10-08,1.65,9.51,2.3
2015-10-09,2.3,36.54,25.1
2015-10-10,25.1,4.246,10.5
2015-10-11,10.5,10.755,4.84
2015-10-12,4.84,4.24,3.31
2015-10-13,3.31,4.1,2.91
2015-10-14,2.91,10.68,4.22
2015-10-15,4.22,3.946,5.68
2015-10-16,5.68,7.925,8.13
2015-10-17,8.13,35.015,44.4
2015-10-18,44.4,3.99,17.4
2015-10-19,17.4,11.438,7.36
2015-10-20,7.36,3.8,4.09
2015-10-21,4.09,0.19,3.33
2015-10-22,3.33,0.0,2.89
2015-10-23,2.89,0.0,2.58
2015-10-24,2.58,0.0,2.29
2015-10-25,2.29,0.0,2.29
2015-10-26,2.29,6.56,2.38
2015-10-27,2.38,5.97,2.38
2015-10-28,2.38,11.97,3.32
2015-10-29,3.32,13.42,9.71
2015-10-30,9.71,17.48,20.5
2015-10-31,20.5,6.41,18.8
2015-11-01,18.8,26.71,26.8
2015-11-02,26.8,7.629999999999999,16.3
2015-11-03,16.3,0.0,12.0
2015-11-04,12.0,2.66,8.88
2015-11-05,8.88,6.2700000000000005,6.74
2015-11-06,6.74,7.98,6.57
2015-11-07,6.57,16.619999999999997,8.37
2015-11-08,8.37,9.84,10.2
2015-11-09,10.2,3.185,7.26
2015-11-10,7.26,6.319999999999999,9.27
2015-11-11,9.27,1.64,14.2
2015-11-12,14.2,0.0,7.63
2015-11-13,7.63,0.0,5.13
2015-11-14,5.13,0.42,3.97
2015-11-15,3.97,2.28,3.32
2015-11-16,3.32,0.0,2.95
2015-11-17,2.95,0.945,3.93
2015-11-18,3.93,28.336,7.54
2015-11-19,7.54,1.66,9.8
2015-11-20,9.8,0.0,8.52
2015-11-21,8.52,0.0,7.01
2015-11-22,7.01,0.0,6.38
2015-11-23,6.38,0.0,5.93
2015-11-24,5.93,0.0,5.35
2015-11-25,5.35,0.0,5.07
2015-11-26,5.07,0.0,4.53
2015-11-27,4.53,0.0,4.28
2015-11-28,4.28,0.0,4.16
2015-11-29,4.16,0.0,3.55
2015-11-30,3.55,0.076,3.55
2015-12-01,3.55,0.19,3.32
2015-12-02,3.32,1.26,3.32
2015-12-03,3.32,13.759999999999998,3.32
2015-12-04,3.32,11.72,3.32
2015-12-05,3.32,2.31,3.55
2015-12-06,3.55,1.89,4.43
2015-12-07,4.43,1.89,4.66
2015-12-08,4.66,0.41,4.16
2015-12-09,4.16,4.54,5.08
2015-12-10,5.08,2.78,5.35
2015-12-11,5.35,4.18,4.66
2015-12-12,4.66,0.0,4.41
2015-12-13,4.41,0.0,4.28
2015-12-14,4.28,2.05,4.28
2015-12-15,4.28,1.46,4.53
2015-12-16,4.53,0.76,4.66
2015-12-17,4.66,0.95,4.16
2015-12-18,4.16,0.0,3.9
2015-12-19,3.9,0.0,3.78
2015-12-20,3.78,0.76,3.55
2015-12-21,3.55,0.95,3.55
2015-12-22,3.55,0.076,3.1
2015-12-23,3.1,0.0,3.32
2015-12-24,3.32,0.0,3.32
2015-12-25,3.32,4.5600000000000005,3.1
2015-12-26,3.1,2.47,3.1
2015-12-27,3.1,3.8,3.1
2015-12-28,3.1,5.89,2.99
2015-12-29,2.99,0.76,2.99
2015-12-30,2.99,0.0,2.99
2015-12-31,2.99,6.159999999999999,3.1
2016-01-01,3.1,3.69,3.1
2016-01-02,3.1,0.0,3.1
2016-01-03,3.1,0.0,2.99
2016-01-04,2.99,1.9,3.21
2016-01-05,3.21,0.0,2.89
2016-01-06,2.89,0.0,2.89
2016-01-07,2.89,0.21,2.99
2016-01-08,2.99,0.76,4.03
2016-01-09,4.03,8.760000000000002,4.53
2016-01-10,4.53,4.91,4.03
2016-01-11,4.03,0.0,3.32
2016-01-12,3.32,0.0,3.32
2016-01-13,3.32,0.0,2.99
2016-01-14,2.99,0.0,2.89
2016-01-15,2.89,2.46,2.89
2016-01-16,2.89,0.63,2.89
2016-01-17,2.89,0.0,2.68
2016-01-18,2.68,0.0,2.68
2016-01-19,2.68,0.0,2.99
2016-01-20,2.99,1.45,2.99
2016-01-21,2.99,5.634,3.11
2016-01-22,3.11,0.5700000000000001,2.89
2016-01-23,2.89,1.64,2.89
2016-01-24,2.89,9.795,2.89
2016-01-25,2.89,8.93,3.79
2016-01-26,3.79,33.375,5.07
2016-01-27,5.07,6.525,4.66
2016-01-28,4.66,0.42,4.16
2016-01-29,4.16,0.076,4.03
2016-01-30,4.03,9.538,4.03
2016-01-31,4.03,0.0,4.03
2016-02-01,4.03,0.0,4.8
2016-02-02,4.8,0.0,6.38
2016-02-03,6.38,5.15,6.38
2016-02-04,6.38,0.19,5.35
2016-02-05,5.35,0.0,5.64
2016-02-06,5.64,0.0,6.85
2016-02-07,6.85,4.92,6.53
2016-02-08,6.53,7.939999999999999,6.69
2016-02-09,6.69,2.94,5.07
2016-02-10,5.07,0.0,4.41
2016-02-11,4.41,0.38,4.28
2016-02-12,4.28,0.38,4.28
2016-02-13,4.28,0.038,4.8
2016-02-14,4.8,2.28,5.49
2016-02-15,5.49,13.87,8.52
2016-02-16,8.52,6.46,8.52
2016-02-17,8.52,0.0,7.5
2016-02-18,7.5,6.97,7.17
2016-02-19,7.17,6.075,7.01
2016-02-20,7.01,0.684,6.69
2016-02-21,6.69,5.57,6.53
2016-02-22,6.53,0.0,6.38
2016-02-23,6.38,0.2659999999999999,6.38
2016-02-24,6.38,0.735,5.93
2016-02-25,5.93,0.0,5.64
2016-02-26,5.64,0.95,5.07
2016-02-27,5.07,3.876,4.8
2016-02-28,4.8,1.33,4.53
2016-02-29,4.53,11.24,7.34
2016-03-01,7.34,0.19,6.7
2016-03-02,6.7,3.306,5.93
2016-03-03,5.93,6.08,5.35
2016-03-04,5.35,0.0,5.21
2016-03-05,5.21,0.076,5.63
2016-03-06,5.63,10.86,5.07
2016-03-07,5.07,0.0,4.41
2016-03-08,4.41,0.0,4.16
2016-03-09,4.16,0.0,4.03
2016-03-10,4.03,0.0,4.03
2016-03-11,4.03,0.0,3.9
2016-03-12,3.9,0.0,3.9
2016-03-13,3.9,2.088,3.78
2016-03-14,3.78,0.19,3.78
2016-03-15,3.78,1.93,3.78
2016-03-16,3.78,21.22,5.41
2016-03-17,5.41,6.734,6.54
2016-03-18,6.54,4.996,7.34
2016-03-19,7.34,0.5700000000000001,6.95
2016-03-20,6.95,0.0,9.8
2016-03-21,9.8,9.08,10.2
2016-03-22,10.2,0.4559999999999999,8.88
2016-03-23,8.88,0.076,8.0
2016-03-24,8.0,0.0,9.84
2016-03-25,9.84,0.0,10.8
2016-03-26,10.8,0.0,8.7
2016-03-27,8.7,3.74,8.52
2016-03-28,8.52,6.359999999999999,8.52
2016-03-29,8.52,1.8,7.5
2016-03-30,7.5,1.36,6.85
2016-03-31,6.85,9.3,7.51
2016-04-01,7.51,10.536,13.0
2016-04-02,13.0,0.19,10.6
2016-04-03,10.6,0.82,10.2
2016-04-04,10.2,9.839999999999998,13.0
2016-04-05,13.0,0.0,12.7
2016-04-06,12.7,0.0,13.7
2016-04-07,13.7,0.38,12.6
2016-04-08,12.6,0.38,9.64
2016-04-09,9.64,0.076,8.17
2016-04-10,8.17,0.95,8.0
2016-04-11,8.0,0.21,7.5
2016-04-12,7.5,0.41,7.17
2016-04-13,7.17,1.345,7.17
2016-04-14,7.17,0.42,6.85
2016-04-15,6.85,7.125,6.85
2016-04-16,6.85,6.56,7.17
2016-04-17,7.17,0.0,8.17
2016-04-18,8.17,1.144,8.0
2016-04-19,8.0,2.014,7.34
2016-04-20,7.34,0.0,6.85
2016-04-21,6.85,0.0,6.69
2016-04-22,6.69,6.56,6.53
2016-04-23,6.53,2.115,6.53
2016-04-24,6.53,0.0,6.23
2016-04-25,6.23,0.0,6.23
2016-04-26,6.23,0.0,6.08
2016-04-27,6.08,0.0,5.78
2016-04-28,5.78,2.06,6.08
2016-04-29,6.08,1.05,5.78
2016-04-30,5.78,2.66,5.63
2016-05-01,5.63,1.55,5.35
2016-05-02,5.35,4.3,5.07
2016-05-03,5.07,1.36,5.07
2016-05-04,5.07,0.0,5.07
2016-05-05,5.07,1.44,4.93
2016-05-06,4.93,0.2279999999999999,4.8
2016-05-07,4.8,0.38,5.07
2016-05-08,5.07,0.486,5.07
2016-05-09,5.07,1.83,4.8
2016-05-10,4.8,0.78,4.8
2016-05-11,4.8,1.0639999999999998,4.66
2016-05-12,4.66,9.054,4.53
2016-05-13,4.53,10.51,4.53
2016-05-14,4.53,0.0,4.53
2016-05-15,4.53,0.0,4.53
2016-05-16,4.53,0.0,4.53
2016-05-17,4.53,0.0,4.41
2016-05-18,4.41,0.41,4.41
2016-05-19,4.41,2.185,4.28
2016-05-20,4.28,1.92,4.68
2016-05-21,4.68,0.0,4.41
2016-05-22,4.41,0.0,4.28
2016-05-23,4.28,0.38,4.03
2016-05-24,4.03,0.21,3.9
2016-05-25,3.9,0.76,3.78
2016-05-26,3.78,0.0,3.78
2016-05-27,3.78,0.0,3.78
2016-05-28,3.78,0.0,3.78
2016-05-29,3.78,0.0,3.78
2016-05-30,3.78,0.315,4.03
2016-05-31,4.03,0.0,4.16
2016-06-01,4.16,0.0,4.16
2016-06-02,4.16,0.0,4.16
2016-06-03,4.16,1.47,4.16
2016-06-04,4.16,0.0,3.9
2016-06-05,3.9,0.0,3.32
2016-06-06,3.32,1.65,3.55
2016-06-07,3.55,0.21,3.78
2016-06-08,3.78,0.5700000000000001,3.66
2016-06-09,3.66,17.09,3.55
2016-06-10,3.55,6.76,3.66
2016-06-11,3.66,8.55,4.16
2016-06-12,4.16,7.885000000000001,5.23
2016-06-13,5.23,11.65,18.5
2016-06-14,18.5,0.0,6.52
2016-06-15,6.52,0.0,4.8
2016-06-16,4.8,0.0,3.44
2016-06-17,3.44,0.0,3.19
2016-06-18,3.19,0.0,2.95
2016-06-19,2.95,0.63,2.95
2016-06-20,2.95,0.21,2.84
